
2023-05-04T17:18:01.057Z,0.82,40.92
2023-05-04T17:18:01.661Z,0.63,40.95
2023-05-04T17:18:02.266Z,0.60,40.95
2023-05-04T17:18:02.873Z,0.57,40.95
2023-05-04T17:18:03.476Z,0.54,40.95
2023-05-04T17:18:04.080Z,0.53,40.96
2023-05-04T17:18:04.686Z,0.64,40.96
2023-05-04T17:18:05.300Z,0.63,40.97
2023-05-04T17:18:05.907Z,0.69,40.97
2023-05-04T17:18:06.508Z,0.69,40.98
2023-05-04T17:18:07.110Z,0.69,40.99
2023-05-04T17:18:07.714Z,0.67,40.99
2023-05-04T17:18:08.317Z,0.69,40.99
2023-05-04T17:18:08.920Z,0.69,38.63
2023-05-04T17:18:09.522Z,0.67,37.21
2023-05-04T17:18:10.125Z,0.71,37.22
2023-05-04T17:18:10.728Z,0.70,37.23
2023-05-04T17:18:11.332Z,0.69,37.23
2023-05-04T17:18:11.939Z,0.68,37.25
2023-05-04T17:18:12.543Z,0.68,37.25
2023-05-04T17:18:13.147Z,0.68,37.25
2023-05-04T17:18:13.748Z,0.67,37.26
2023-05-04T17:18:14.349Z,0.66,37.27
2023-05-04T17:18:14.951Z,0.71,37.27
2023-05-04T17:18:15.552Z,0.78,37.28
2023-05-04T17:18:16.155Z,0.78,37.29
2023-05-04T17:18:16.760Z,0.77,37.29
2023-05-04T17:18:17.365Z,0.75,37.30
2023-05-04T17:18:17.967Z,0.75,37.75
2023-05-04T17:18:18.568Z,0.76,38.25
2023-05-04T17:18:19.168Z,0.76,38.26
2023-05-04T17:18:19.770Z,0.76,38.26
2023-05-04T17:18:20.374Z,0.78,38.27
2023-05-04T17:18:20.977Z,0.78,38.27
2023-05-04T17:18:21.611Z,0.80,38.27
2023-05-04T17:18:22.213Z,0.80,38.28
2023-05-04T17:18:22.818Z,0.81,38.29
2023-05-04T17:18:23.419Z,0.85,38.29
2023-05-04T17:18:24.041Z,0.85,38.30
2023-05-04T17:18:24.640Z,0.86,38.30
2023-05-04T17:18:25.241Z,0.91,38.31
2023-05-04T17:18:25.846Z,0.90,38.32
2023-05-04T17:18:26.450Z,0.91,38.32
2023-05-04T17:18:27.054Z,0.90,38.32
2023-05-04T17:18:27.654Z,0.90,38.33
2023-05-04T17:18:28.258Z,0.89,38.34
2023-05-04T17:18:28.864Z,0.88,38.34
2023-05-04T17:18:29.469Z,0.87,38.35
2023-05-04T17:18:30.153Z,0.88,38.31
2023-05-04T17:18:30.718Z,0.90,38.31
2023-05-04T17:18:31.321Z,0.90,38.32
2023-05-04T17:18:31.921Z,0.89,38.32
2023-05-04T17:18:32.523Z,0.88,38.33
2023-05-04T17:18:33.125Z,0.88,38.34
2023-05-04T17:18:33.727Z,0.89,38.34
2023-05-04T17:18:34.337Z,0.90,38.35
2023-05-04T17:18:34.952Z,0.94,38.35
2023-05-04T17:18:35.543Z,0.96,38.36
2023-05-04T17:18:36.147Z,0.96,38.36
2023-05-04T17:18:36.748Z,0.96,38.37
2023-05-04T17:18:37.348Z,0.97,38.38
2023-05-04T17:18:37.957Z,0.98,38.38
2023-05-04T17:18:38.558Z,0.98,38.39
2023-05-04T17:18:39.159Z,0.98,38.39
2023-05-04T17:18:39.763Z,0.98,38.40
2023-05-04T17:18:40.365Z,0.97,38.40
2023-05-04T17:18:40.967Z,0.97,38.41
2023-05-04T17:18:41.569Z,0.96,38.41
2023-05-04T17:18:42.171Z,0.96,38.42
2023-05-04T17:18:42.776Z,0.95,38.43
2023-05-04T17:18:43.378Z,0.95,38.43
2023-05-04T17:18:43.984Z,0.94,38.44
2023-05-04T17:18:44.586Z,0.94,38.44
2023-05-04T17:18:45.192Z,0.95,38.45
2023-05-04T17:18:45.795Z,0.95,38.45
2023-05-04T17:18:46.399Z,0.95,38.45
2023-05-04T17:18:47.005Z,0.94,38.46
2023-05-04T17:18:47.610Z,0.94,38.46
2023-05-04T17:18:48.211Z,0.94,38.47
2023-05-04T17:18:48.816Z,0.94,38.48
2023-05-04T17:18:49.417Z,0.94,38.48
2023-05-04T17:18:50.018Z,0.94,38.49
2023-05-04T17:18:50.646Z,0.94,38.50
2023-05-04T17:18:51.239Z,0.94,38.50
2023-05-04T17:18:51.840Z,0.95,38.50
2023-05-04T17:18:52.442Z,0.95,38.51
2023-05-04T17:18:53.055Z,0.96,38.52
2023-05-04T17:18:53.663Z,0.96,38.52
2023-05-04T17:18:54.264Z,0.96,38.53
2023-05-04T17:18:54.867Z,0.95,38.54
2023-05-04T17:18:55.480Z,0.95,38.54
2023-05-04T17:18:56.092Z,0.94,38.54
2023-05-04T17:18:56.698Z,0.94,38.55
2023-05-04T17:18:57.298Z,0.94,38.55
2023-05-04T17:18:57.900Z,0.93,38.56
2023-05-04T17:18:58.512Z,0.93,38.57
2023-05-04T17:18:59.115Z,0.93,38.57
2023-05-04T17:18:59.716Z,0.92,38.58
2023-05-04T17:19:00.317Z,0.92,38.59
2023-05-04T17:19:00.932Z,0.91,38.59
2023-05-04T17:19:01.545Z,0.91,38.60
2023-05-04T17:19:02.150Z,0.91,38.61
2023-05-04T17:19:02.751Z,0.91,38.61
