02/05/2023, 12:51:09 am,0,1.06
02/05/2023, 12:55:45 am,0,1.11
02/05/2023, 12:56:45 am,0,1.06
02/05/2023, 12:57:45 am,0,1.06
02/05/2023, 11:09:41 pm,2.97,undefined
02/05/2023, 11:10:41 pm,4.16,undefined
02/05/2023, 11:11:41 pm,4.47,undefined
02/05/2023, 11:13:02 pm,5.45,undefined
02/05/2023, 11:13:20 pm,5.45,undefined
02/05/2023, 11:13:21 pm,7.46,undefined
02/05/2023, 11:13:23 pm,7.07,undefined
02/05/2023, 11:13:25 pm,7.46,undefined
02/05/2023, 11:13:26 pm,7.07,undefined
02/05/2023, 11:13:27 pm,7.46,undefined
02/05/2023, 11:13:28 pm,7.07,undefined
02/05/2023, 11:13:29 pm,7.75,undefined
02/05/2023, 11:13:30 pm,7.46,undefined
02/05/2023, 11:13:31 pm,7.07,undefined
02/05/2023, 11:13:32 pm,7.07,undefined
02/05/2023, 11:14:52 pm,1.14,4063.0000000000005
02/05/2023, 11:14:53 pm,1.14,4063.0000000000005
02/05/2023, 11:14:54 pm,1.14,4063.0000000000005
02/05/2023, 11:14:55 pm,1.14,4063.0000000000005
02/05/2023, 11:14:56 pm,1.14,4063.0000000000005
02/05/2023, 11:14:59 pm,1.14,4063.0000000000005
02/05/2023, 11:15:00 pm,1.14,4063.0000000000005
02/05/2023, 11:15:01 pm,1.14,4063.0000000000005
02/05/2023, 11:15:02 pm,1.14,4063.0000000000005
02/05/2023, 11:15:03 pm,1.14,4063.0000000000005
02/05/2023, 11:15:04 pm,1.14,4063.0000000000005
02/05/2023, 11:34:36 pm,2.87,4345
02/05/2023, 11:35:36 pm,3.31,4376
02/05/2023, 11:36:36 pm,4.6,4387
02/05/2023, 11:37:36 pm,4.44,4389
02/05/2023, 11:38:36 pm,3.84,4412
02/05/2023, 11:39:36 pm,3.38,4352
02/05/2023, 11:40:36 pm,3.59,4374
02/05/2023, 11:41:36 pm,3.65,4400
02/05/2023, 11:42:36 pm,3.55,4405
02/05/2023, 11:43:36 pm,3.96,4417
02/05/2023, 11:44:36 pm,3.81,4348
02/05/2023, 11:45:36 pm,4.34,4443
02/05/2023, 11:46:36 pm,3.85,4399
02/05/2023, 11:47:36 pm,6.29,4377
02/05/2023, 11:48:36 pm,7.09,4425
02/05/2023, 11:49:36 pm,5.41,4381
02/05/2023, 11:50:36 pm,4.11,4424
02/05/2023, 11:51:36 pm,3.46,4620
04/05/2023, 10:02:19 pm,50.94,62
04/05/2023, 10:03:19 pm,78.67,60
04/05/2023, 10:04:19 pm,103.28,60
04/05/2023, 10:05:19 pm,264.98,102
04/05/2023, 10:06:19 pm,360.78,107
04/05/2023, 10:07:19 pm,202.6,59
04/05/2023, 10:08:19 pm,226.73,56
04/05/2023, 10:13:10 pm,null,null
04/05/2023, 10:14:10 pm,null,null
04/05/2023, 10:21:06 pm,5.78,51
05/05/2023, 12:15:10 am,3.63,56
05/05/2023, 12:16:10 am,3.45,51
05/05/2023, 12:17:10 am,3.96,51
05/05/2023, 12:18:10 am,3.56,55
